   -0.198554    -0.198554   -0.0273714   -0.0279088  -0.00764614  -0.00401907  -0.00107268 -0.000239755 -0.000142925 -0.000753913  -0.00191003   -0.0036006  -0.00580389  -0.00850038   -0.0116405   -0.0151331   -0.0188303   -0.0225185   -0.0258887   -0.0285433   -0.0298842   -0.0291185   -0.0249356   -0.0169357  -0.00215856     0.019446    0.0587322       0.1057     0.209457     0.289067     0.601357     0.601357
   -0.198554    -0.198554   -0.0273714   -0.0279088  -0.00764614  -0.00401907  -0.00107268 -0.000239755 -0.000142925 -0.000753913  -0.00191003   -0.0036006  -0.00580389  -0.00850038   -0.0116405   -0.0151331   -0.0188303   -0.0225185   -0.0258887   -0.0285433   -0.0298842   -0.0291185   -0.0249356   -0.0169357  -0.00215856     0.019446    0.0587322       0.1057     0.209457     0.289067     0.601357     0.601357
  -0.0835707   -0.0835707    -0.045124    -0.040078   -0.0242709   -0.0190163   -0.0134988   -0.0106701  -0.00883545  -0.00811884  -0.00823896  -0.00912519    -0.010696   -0.0128916   -0.0156307   -0.0187981   -0.0222273   -0.0256919   -0.0288731   -0.0313975   -0.0326549   -0.0321715   -0.0282962   -0.0205055  -0.00651091    0.0135487    0.0488937    0.0891808     0.171054     0.231354     0.386316     0.386316
   -0.054075    -0.054075   -0.0350214   -0.0305524   -0.0205027   -0.0165926   -0.0123139   -0.0101595  -0.00880898  -0.00839243  -0.00868201  -0.00966703   -0.0112922   -0.0135221   -0.0162928   -0.0195032    -0.023002   -0.0265768   -0.0299339   -0.0327251   -0.0344392   -0.0346341   -0.0322082   -0.0265924   -0.0154426  0.000738027    0.0293502    0.0614319     0.121644     0.165083     0.242907     0.242907
   -0.032912    -0.032912    -0.029671   -0.0270605   -0.0213132   -0.0181649   -0.0148491   -0.0130776   -0.0117536   -0.0112398   -0.0114282   -0.0122881   -0.0137843   -0.0158913   -0.0185509   -0.0216658   -0.0250917   -0.0286204   -0.0319751   -0.0348138   -0.0367123   -0.0371771   -0.0356064   -0.0314648   -0.0225588  -0.00957298    0.0130952    0.0384225    0.0807598     0.115549     0.153751     0.153751
  -0.0243157   -0.0243157   -0.0240251    -0.021955   -0.0186586   -0.0164271   -0.0141558   -0.0128125    -0.011956   -0.0118084   -0.0121621   -0.0131401    -0.014708   -0.0168534   -0.0195339   -0.0226623   -0.0261097     -0.02968   -0.0331188   -0.0360982   -0.0382693   -0.0391146   -0.0383472   -0.0354698   -0.0286502   -0.0185168  -0.00139037    0.0188309    0.0500576    0.0773194    0.0939891    0.0939891
  -0.0189811   -0.0189811   -0.0200187   -0.0187933   -0.0170808   -0.0155702   -0.0141031   -0.0132131   -0.0126969   -0.0127284   -0.0132787   -0.0143457   -0.0159478   -0.0181066   -0.0207794   -0.0238875   -0.0273166   -0.0308799   -0.0343366   -0.0373713   -0.0396706   -0.0407161   -0.0404085   -0.0383219   -0.0331029   -0.0251309   -0.0108402   0.00554117    0.0302002    0.0494494    0.0553871    0.0553871
  -0.0155506   -0.0155506    -0.016641   -0.0158547   -0.0149871   -0.0140328   -0.0131872   -0.0127016   -0.0125465   -0.0128412   -0.0135627   -0.0147871    -0.016484   -0.0186665   -0.0213602    -0.024466   -0.0278886   -0.0314519   -0.0349246   -0.0380181   -0.0404365    -0.041677   -0.0418346   -0.0402379   -0.0355841   -0.0285211   -0.0162164  -0.00111169    0.0160525    0.0299285    0.0299233    0.0299233
  -0.0129481   -0.0129481    -0.013925    -0.013501   -0.0131588   -0.0126361   -0.0122478   -0.0120935   -0.0122237   -0.0127191   -0.0136018   -0.0149193   -0.0166763   -0.0189192   -0.0215981   -0.0246659   -0.0280466   -0.0315754    -0.035018   -0.0381285   -0.0404489   -0.0417644   -0.0417749   -0.0401765     -0.03574   -0.0283694   -0.0176489  -0.00501948   0.00724572    0.0170706    0.0136659    0.0136659
  -0.0107184   -0.0107184    -0.011525   -0.0113166   -0.0112685   -0.0110499    -0.010983   -0.0110849     -0.01144   -0.0121009   -0.0131052   -0.0145004   -0.0163029   -0.0185356   -0.0211719   -0.0241826    -0.027464   -0.0308641    -0.034138   -0.0370524   -0.0390706   -0.0402669   -0.0399066   -0.0377391   -0.0331855   -0.0262639   -0.0169282  -0.00619415   0.00236045   0.00916908   0.00387029   0.00387029
