           0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0
           0     0.158356    0.0978643    0.0710126    0.0497293    0.0352619    0.0256545    0.0190688    0.0145131    0.0112872   0.00895924   0.00724519   0.00595733   0.00496521   0.00417473   0.00351481   0.00292864   0.00236723   0.00178382    0.0011175  0.000292867 -0.000894642  -0.00252402  -0.00469892  -0.00788665   -0.0128177   -0.0212656   -0.0361714    -0.067375    -0.119377    -0.210895            0
           0     0.202817      0.14859     0.130247     0.101898    0.0824544    0.0680952    0.0572616    0.0489523    0.0424559    0.0373114    0.0331731    0.0297851    0.0269385    0.0244558    0.0221797    0.0199631     0.017663    0.0151246    0.0121556   0.00847376     0.003574  -0.00320068   -0.0124794   -0.0254364   -0.0439575   -0.0723359    -0.115743    -0.191465    -0.288224    -0.397973            0
           0     0.137549     0.163474     0.162538      0.14145     0.123728     0.107499    0.0944963    0.0839002    0.0753252    0.0683266    0.0625522    0.0576943    0.0534691    0.0496129    0.0458791    0.0420261    0.0378164    0.0329912    0.0272562    0.0201479    0.0110666    -0.001468   -0.0189052   -0.0428454   -0.0757959    -0.123207    -0.189522    -0.291982    -0.399277    -0.445166            0
           0    0.0996607     0.149474     0.161638     0.151926     0.140302     0.127315     0.115837     0.105693    0.0972585    0.0902494    0.0843392    0.0792227    0.0745808    0.0700912     0.065444    0.0603259    0.0544312    0.0474357    0.0389841    0.0285331    0.0153931   -0.0021998   -0.0262983   -0.0593064      -0.1042    -0.167022    -0.249991     -0.36541    -0.461769    -0.427752            0
           0    0.0723703     0.133204     0.155279     0.155503     0.149594     0.140508     0.131569     0.123071     0.115451      0.10888     0.103216    0.0981579    0.0933398    0.0883736    0.0828841    0.0764825    0.0687948     0.059443    0.0480184    0.0339463    0.0164012  -0.00651426   -0.0370953    -0.078388    -0.133449    -0.207681    -0.301554    -0.418742     -0.48376    -0.384406            0
           0    0.0567357     0.118037     0.145444     0.152815     0.151893     0.146622     0.140285     0.133798     0.127813     0.122333     0.117336     0.112658     0.107931     0.102687    0.0964976    0.0888996    0.0794547    0.0677418    0.0533026    0.0355654    0.0135206   -0.0148338   -0.0514602   -0.0996885     -0.16295    -0.246962    -0.345001    -0.444288    -0.476997    -0.330878            0
           0     0.047171     0.106147     0.136446      0.14867      0.15164     0.149615     0.145698     0.141105     0.136606     0.132366     0.128286     0.124101     0.119522     0.114063     0.107223    0.0984651    0.0872767    0.0731884     0.055684    0.0342476    0.0074937   -0.0263992   -0.0690135    -0.124605    -0.195407    -0.280551    -0.370914    -0.449289     -0.45156    -0.276493            0
           0    0.0412536    0.0968725      0.12822     0.143389     0.149186      0.14974     0.147897     0.145022     0.141911     0.138773     0.135565     0.131986     0.127639     0.121995     0.114543     0.104689    0.0918448    0.0754715    0.0549907     0.029792  -0.00204206   -0.0423573    -0.090799    -0.150627    -0.222071    -0.303143     -0.38212     -0.43808    -0.414388    -0.225638            0
           0    0.0373652    0.0896741     0.121039     0.137835     0.145554     0.148029     0.147844     0.146391     0.144443     0.142234     0.139707     0.136557     0.132362     0.126543     0.118483      0.10754    0.0930359    0.0742913    0.0506018    0.0210341   -0.0156253   -0.0594086    -0.111013    -0.172098    -0.241494    -0.315007    -0.380063    -0.414811    -0.370601    -0.180588            0
           0    0.0345592    0.0837629     0.114469      0.13195     0.140848     0.144655      0.14571     0.145356     0.144315     0.142811     0.140769     0.137868     0.133638      0.12747     0.118698     0.106598    0.0904282    0.0694277    0.0428941   0.00989221   -0.0296413   -0.0754609    -0.128177    -0.187959    -0.252531    -0.316484    -0.367067    -0.382983    -0.323949    -0.142207            0
           0    0.0323286    0.0786292     0.108259     0.125784     0.135287     0.139931     0.141832     0.142245     0.141823     0.140764     0.138966     0.136089     0.131634     0.124968     0.115382     0.102116    0.0844042    0.0615055     0.032804  -0.00224468   -0.0428617   -0.0889304    -0.140707    -0.197218    -0.255349    -0.308887    -0.345531    -0.345597    -0.277257    -0.110496            0
           0    0.0303498    0.0738504     0.102115     0.119239     0.128909     0.133988      0.13639     0.137262     0.137184     0.136317      0.13453     0.131467     0.126614     0.119332     0.108905     0.094588    0.0756567    0.0514919     0.021663   -0.0137432   -0.0539441   -0.0989532    -0.148241    -0.200081      -0.2508     -0.29384    -0.317784    -0.305248    -0.232614   -0.0849285            0
           0    0.0284512    0.0691725    0.0958681     0.112287     0.121801     0.127002     0.129619     0.130685     0.130706     0.129806     0.127831     0.124421     0.119065     0.111142    0.0999735    0.0848742    0.0652249    0.0405725    0.0107132   -0.0238771   -0.0626057    -0.105336    -0.150932    -0.197174    -0.240076      -0.2731    -0.286016    -0.264148    -0.191505   -0.0646968            0
           0    0.0265279    0.0644299    0.0894059     0.104911     0.114037     0.119127     0.121737     0.122788     0.122718     0.121616     0.119316     0.115467     0.109583     0.101092    0.0893816    0.0738666    0.0540616    0.0296723  0.000717507   -0.0321721    -0.068622    -0.108159    -0.149261    -0.189409    -0.224535    -0.248412    -0.252196    -0.224119    -0.154867   -0.0489062            0
           0    0.0245324    0.0595452    0.0826922    0.0971475     0.105729     0.110546     0.112992     0.113881     0.113591     0.112183     0.109493     0.105191    0.0988371    0.0899254    0.0779363    0.0623979    0.0429613    0.0194711  -0.00785757   -0.0384383   -0.0720175    -0.107744    -0.143892    -0.177812    -0.205547    -0.221405    -0.218033    -0.186577    -0.123164   -0.0367016            0
           0    0.0224481    0.0544956    0.0757383    0.0890597    0.0969992     0.101444     0.103629     0.104273     0.103699     0.101952    0.0988761    0.0941777    0.0874746    0.0783411    0.0663576    0.0511692    0.0325485     0.010465   -0.0147631   -0.0427077   -0.0729959    -0.104552    -0.135577    -0.163428    -0.184413    -0.193528    -0.184936    -0.152527   -0.0964539   -0.0273375            0
           0     0.020283    0.0493012    0.0685948    0.0807393    0.0879872    0.0920088    0.0938909    0.0942627    0.0934017    0.0913418     0.087945     0.082961    0.0760716    0.0669347    0.0552288    0.0407064    0.0232392   0.00291435   -0.0199682   -0.0450643   -0.0718292   -0.0990955    -0.125074    -0.147248      -0.1623    -0.166008    -0.153995    -0.122563    -0.074484    -0.020199            0
           0    0.0180588    0.0440086    0.0613357     0.072291    0.0788328    0.0824207    0.0840001    0.0841181    0.0830135    0.0807151    0.0771071     0.071984    0.0650919    0.0561684    0.0449811    0.0313722    0.0152904  -0.00311117   -0.0235095   -0.0456535   -0.0688431   -0.0918957    -0.113104    -0.130165    -0.140205    -0.139823    -0.125973   -0.0969135   -0.0567927   -0.0147936            0
           0    0.0158062    0.0386814    0.0540494    0.0638258    0.0696718    0.0728428    0.0741499     0.074065    0.0727933    0.0703621    0.0666783    0.0615791    0.0548698    0.0463586    0.0358902    0.0233793   0.00884345  -0.00754243   -0.0254989   -0.0446922   -0.0643931   -0.0834593    -0.100319    -0.112941    -0.118931    -0.115686    -0.101309   -0.0754946   -0.0428037   -0.0107298            0
           0    0.0135606    0.0333917    0.0468301    0.0554537    0.0606296    0.0634167    0.0644992    0.0642803    0.0629354    0.0604915    0.0568762    0.0519645    0.0456119    0.0376848      0.02809     0.016797   0.00387934   -0.0104902   -0.0260496   -0.0423996   -0.0588179   -0.0742436   -0.0872778    -0.096192   -0.0990756   -0.0940544   -0.0801512   -0.0579906    -0.031905  -0.00769538            0
